DATE,RATE
2016-07-05,67.37627
2016-07-04,67.2353
2016-07-03,67.21368
2016-07-02,67.24988
2016-07-01,67.32097
2016-06-30,67.56819
2016-06-29,67.588219
2016-06-28,67.8941
2016-06-27,67.957929
2016-06-26,67.95207
2016-06-25,67.92974
2016-06-24,67.79129
2016-06-23,67.36142
2016-06-22,67.515521
2016-06-21,67.64745
2016-06-20,67.41405
2016-06-19,67.08021
2016-06-18,67.10082
2016-06-17,67.13168
2016-06-16,67.33132
2016-06-15,67.14743
2016-06-14,67.282529
2016-06-13,67.13756
2016-06-12,66.919238
2016-06-11,66.879425
2016-06-10,66.791737
2016-06-09,66.699113
2016-06-08,66.595375
2016-06-07,66.75674
2016-06-06,66.854139
2016-06-05,66.87985
2016-06-04,66.94506
2016-06-03,67.046459
2016-06-02,67.281699
2016-06-01,67.4148
2016-05-31,67.18058
2016-05-30,67.120931
2016-05-29,67.042689
2016-05-28,67.031659
2016-05-27,67.01518
2016-05-26,67.10553
2016-05-25,67.37268
2016-05-24,67.66308
2016-05-23,67.48226
2016-05-22,67.42867
2016-05-21,67.43937
2016-05-20,67.418417
2016-05-19,67.14293
2016-05-18,67.00604
2016-05-17,66.887531
2016-05-16,66.89204
2016-05-15,66.956271
2016-05-14,66.926941
2016-05-13,66.87607
2016-05-12,66.693151
2016-05-11,66.59001
2016-05-10,66.6485
2016-05-09,66.67872
2016-05-08,66.602691
2016-05-07,66.595311
2016-05-06,66.555161
2016-05-05,66.57605
2016-05-04,66.60345
2016-05-03,66.48915
2016-05-02,66.41984
2016-05-01,66.42979
2016-04-30,66.42346
2016-04-29,66.405999
2016-04-28,66.44937
2016-04-27,66.53363
2016-04-26,66.524761
2016-04-25,66.68032
2016-04-24,66.645951
2016-04-23,66.616081
2016-04-22,66.554749
2016-04-21,66.400221
2016-04-20,66.17424
2016-04-19,66.21686
2016-04-18,66.522691
2016-04-17,66.63231
2016-04-16,66.626
2016-04-15,66.544521
2016-04-14,66.608321
2016-04-13,66.53492
2016-04-12,66.38361
2016-04-11,66.40169
2016-04-10,66.554531
2016-04-09,66.561241
2016-04-08,66.51549
2016-04-07,66.62621
2016-04-06,66.50541
2016-04-05,66.41865
2016-04-04,66.103511
2016-04-03,66.23185
2016-04-02,66.256
2016-04-01,66.27655
2016-03-31,66.2882
2016-03-30,66.353309
2016-03-29,66.47943
2016-03-28,66.64824
2016-03-27,66.81073
2016-03-26,66.81625
2016-03-25,66.77588
2016-03-24,66.8241
2016-03-23,66.817559
2016-03-22,66.63725
2016-03-21,66.519491
2016-03-20,66.416971
2016-03-19,66.426731
2016-03-18,66.490701
2016-03-17,66.702609
2016-03-16,67.269451
2016-03-15,67.34285
2016-03-14,67.099
2016-03-13,66.98389
2016-03-12,67.01784
2016-03-11,67.00266
2016-03-10,67.21649
2016-03-09,67.17564
2016-03-08,67.27781
2016-03-07,66.99176
2016-03-06,67.009191
2016-03-05,67.039281
2016-03-04,67.03179
2016-03-03,67.27865
2016-03-02,67.510381
2016-03-01,67.858621
2016-02-29,68.36592
2016-02-28,68.75659
2016-02-27,68.7565
2016-02-26,68.774111
2016-02-25,68.78627
2016-02-24,68.54022
2016-02-23,68.58269
2016-02-22,68.58027
2016-02-21,68.67143
2016-02-20,68.66941
2016-02-19,68.65068
2016-02-18,68.42049
2016-02-17,68.35166
2016-02-16,68.384949
2016-02-15,68.12627
2016-02-14,68.14921
2016-02-13,68.18204
2016-02-12,68.154979
2016-02-11,68.31543
2016-02-10,67.89449
2016-02-09,67.91274
2016-02-08,67.95452
2016-02-07,67.7945
2016-02-06,67.77973
2016-02-05,67.756951
2016-02-04,67.65064
2016-02-03,67.95179
2016-02-02,67.9009
2016-02-01,67.87521
2016-01-31,67.857271
2016-01-30,67.871561
2016-01-29,67.90519
2016-01-28,68.07092
2016-01-27,68.00679
2016-01-26,67.73639
2016-01-25,67.704859
2016-01-24,67.56887
2016-01-23,67.59625
2016-01-22,67.6627
2016-01-21,67.898559
2016-01-20,68.00699
2016-01-19,67.70814
2016-01-18,67.70461
2016-01-17,67.753329
2016-01-16,67.702659
2016-01-15,67.66273
2016-01-14,67.24493
2016-01-13,66.792451
2016-01-12,66.85996
2016-01-11,66.80449
2016-01-10,66.830031
2016-01-09,66.802571
2016-01-08,66.816939
2016-01-07,66.67063
2016-01-06,66.712789
2016-01-05,66.48126
2016-01-04,66.503601
2016-01-03,66.195549
2016-01-02,66.195549
2016-01-01,66.201799
2015-12-31,66.2172
2015-12-30,66.37561
2015-12-29,66.29471
2015-12-28,66.08846
2015-12-27,66.010271
2015-12-26,66.010271
2015-12-25,66.023301
2015-12-24,66.054879
2015-12-23,66.10254
2015-12-22,66.24536
2015-12-21,66.247909
2015-12-20,66.312591
2015-12-19,66.319881
2015-12-18,66.31074
2015-12-17,66.462651
2015-12-16,66.67429
2015-12-15,66.891979
2015-12-14,67.08534
2015-12-13,67.08173
2015-12-12,67.03366
2015-12-11,66.77056
2015-12-10,66.733441
2015-12-09,66.84031
2015-12-08,66.77737
2015-12-07,66.73292
2015-12-06,66.672211
2015-12-05,66.693891
2015-12-04,66.67563
2015-12-03,66.73742
2015-12-02,66.5557
2015-12-01,66.51361
2015-11-30,66.60038
2015-11-29,66.80601
2015-11-28,66.7777
2015-11-27,66.78074
2015-11-26,66.5494
2015-11-25,66.351621
2015-11-24,66.29758
2015-11-23,66.316519
2015-11-22,66.10675
2015-11-21,66.11058
2015-11-20,66.101211
2015-11-19,66.096101
2015-11-18,66.14635
2015-11-17,65.999539
2015-11-16,66.00284
2015-11-15,66.094911
2015-11-14,66.096301
2015-11-13,66.0913
2015-11-12,66.15243
2015-11-11,66.22831
2015-11-10,66.26897
2015-11-09,66.410611
2015-11-08,66.008309
2015-11-07,65.970989
2015-11-06,65.95442
2015-11-05,65.77284
2015-11-04,65.53714
2015-11-03,65.57068
2015-11-02,65.54341
2015-11-01,65.38538
2015-10-31,65.37535
2015-10-30,65.347191
2015-10-29,65.271941
2015-10-28,64.904101
2015-10-27,64.99664
2015-10-26,64.89954
2015-10-25,64.96715
2015-10-24,64.93883
2015-10-23,64.99506
2015-10-22,65.105
2015-10-21,64.97142
2015-10-20,64.88839
2015-10-19,64.714751
2015-10-18,64.740141
2015-10-17,64.734541
2015-10-16,64.8376
2015-10-15,64.86998
2015-10-14,65.052839
2015-10-13,64.769909
2015-10-12,64.73928
2015-10-11,64.7325
2015-10-10,64.78164
2015-10-09,64.934831
2015-10-08,64.984379
2015-10-07,65.2054
2015-10-06,65.19051
2015-10-05,65.31625
2015-10-04,65.32904
2015-10-03,65.34106
2015-10-02,65.617291
2015-10-01,65.702461
2015-09-30,65.97742
2015-09-29,66.264249
2015-09-28,66.19936
2015-09-27,66.17762
2015-09-26,66.19176
2015-09-25,66.11276
2015-09-24,66.0812
2015-09-23,65.869181
2015-09-22,65.75231
2015-09-21,65.848411
2015-09-20,65.818011
2015-09-19,65.873571
2015-09-18,66.2271
2015-09-17,66.28652
2015-09-16,66.39456
2015-09-15,66.293769
2015-09-14,66.341039
2015-09-13,66.351259
2015-09-12,66.382499
2015-09-11,66.343801
2015-09-10,66.59573
2015-09-09,66.48358
2015-09-08,66.78882
2015-09-07,66.658869
2015-09-06,66.597219
2015-09-05,66.543699
2015-09-04,66.16124
2015-09-03,66.25998
2015-09-02,66.40448
2015-09-01,66.36441
2015-08-31,66.15269
2015-08-30,66.14856
2015-08-29,66.13737
2015-08-28,66.108379
2015-08-27,66.15307
2015-08-26,66.33965
2015-08-25,66.729091
2015-08-24,66.11922
2015-08-23,66.04346
2015-08-22,65.93547
2015-08-21,65.42401
2015-08-20,65.182539
2015-08-19,65.41722
2015-08-18,65.36243
2015-08-17,65.104229
2015-08-16,65.109619
2015-08-15,65.096799
2015-08-14,65.075321
2015-08-13,64.771739
2015-08-12,64.21951
2015-08-11,63.78653
2015-08-10,63.75362
2015-08-09,63.75909
2015-08-08,63.75367
2015-08-07,63.74257
2015-08-06,63.74709
2015-08-05,63.86516
2015-08-04,64.10571
2015-08-03,64.03499
2015-08-02,64.04155
2015-08-01,64.02953
2015-07-31,64.07153
2015-07-30,63.88296
2015-07-29,63.91312
2015-07-28,64.17635
2015-07-27,64.08378
2015-07-26,64.07095
2015-07-25,64.01565
2015-07-24,63.80301
2015-07-23,63.57348
2015-07-22,63.4976
2015-07-21,63.56117
2015-07-20,63.43129
2015-07-19,63.45325
2015-07-18,63.46136
2015-07-17,63.47449
2015-07-16,63.45779
2015-07-15,63.36269
2015-07-14,63.44027
2015-07-13,63.36565
2015-07-12,63.35865
2015-07-11,63.37329
2015-07-10,63.40687
2015-07-09,63.45709
2015-07-08,63.46757
2015-07-07,63.31163
2015-07-06,63.40033
2015-07-05,63.38376
2015-07-04,63.40524
2015-07-03,63.37856
2015-07-02,63.58962
2015-07-01,63.64168
2015-06-30,63.71403
2015-06-29,63.57109
2015-06-28,63.52054
2015-06-27,63.51488
2015-06-26,63.54992
2015-06-25,63.57169
2015-06-24,63.54077
2015-06-23,63.50265
2015-06-22,63.49897
2015-06-21,63.52106
2015-06-20,63.559
2015-06-19,63.73414
2015-06-18,64.04567
2015-06-17,64.16982
2015-06-16,64.07423
2015-06-15,64.099
2015-06-14,64.073171
2015-06-13,64.049901
2015-06-12,63.977471
2015-06-11,63.8606
2015-06-10,64.030379
2015-06-09,64.02325
2015-06-08,63.975501
2015-06-07,64.017099
2015-06-06,64.035189
2015-06-05,63.96774
2015-06-04,63.958469
2015-06-03,63.72073
2015-06-02,63.66581
2015-06-01,63.78191
2015-05-31,63.78078
2015-05-30,63.79008
2015-05-29,63.83132
2015-05-28,63.91962
2015-05-27,63.89606
2015-05-26,63.52063
2015-05-25,63.53731
2015-05-24,63.5146
2015-05-23,63.5305
2015-05-22,63.64104
2015-05-21,63.69614
2015-05-20,63.7436
2015-05-19,63.65909
2015-05-18,63.46113
2015-05-17,63.46048
2015-05-16,63.52084
2015-05-15,63.60061
2015-05-14,64.070461
2015-05-13,64.11951
2015-05-12,63.92877
2015-05-11,63.76065
2015-05-10,63.79698
2015-05-09,63.80934
2015-05-08,64.00698
2015-05-07,63.62019
2015-05-06,63.45038
2015-05-05,63.59393
2015-05-04,63.63259
2015-05-03,63.64824
2015-05-02,63.62812
2015-05-01,63.47775
2015-04-30,63.38842
2015-04-29,63.18412
2015-04-28,63.40013
2015-04-27,63.7001
2015-04-26,63.70039
2015-04-25,63.60709
2015-04-24,63.21613
2015-04-23,62.94021
2015-04-22,62.84554
2015-04-21,62.95849
2015-04-20,62.48975
2015-04-19,62.45786
2015-04-18,62.46487
2015-04-17,62.36086
2015-04-16,62.39246
2015-04-15,62.36086
2015-04-14,62.36086
2015-04-13,62.28291
2015-04-12,62.28132
2015-04-11,62.26218
2015-04-10,62.28846
2015-04-09,62.22452
2015-04-08,62.25672
2015-04-07,62.12997
2015-04-06,62.07063
2015-04-05,62.07962
2015-04-04,62.09862
2015-04-03,62.2044
2015-04-02,62.31298
2015-04-01,62.39897
2015-03-31,62.59025
2015-03-30,62.54183
2015-03-29,62.53867
2015-03-28,62.54138
2015-03-27,62.55071
2015-03-26,62.73262
2015-03-25,62.40513
2015-03-24,62.26756
2015-03-23,62.24867
2015-03-22,62.34404
2015-03-21,62.41003
2015-03-20,62.41462
2015-03-19,62.52611
2015-03-18,62.60465
2015-03-17,62.6856
2015-03-16,62.83415
2015-03-15,63.05203
2015-03-14,62.98603
2015-03-13,62.94369
2015-03-12,62.57613
2015-03-11,62.76107
2015-03-10,62.73917
2015-03-09,62.61895
2015-03-08,62.59711
2015-03-07,62.58194
2015-03-06,62.55781
2015-03-05,62.29955
2015-03-04,62.19771
2015-03-03,61.84427
2015-03-02,61.82987
2015-03-01,61.68683
2015-02-28,61.70701
2015-02-27,61.72265
2015-02-26,61.78507
2015-02-25,61.94993
2015-02-24,62.11263
2015-02-23,62.20149
2015-02-22,62.14331
2015-02-21,62.19005
2015-02-20,62.17281
2015-02-19,62.22615
2015-02-18,62.16488
2015-02-17,62.16515
2015-02-16,62.19121
2015-02-15,62.09653
2015-02-14,62.10785
2015-02-13,62.14579
2015-02-12,62.22411
2015-02-11,62.33571
2015-02-10,62.26115
2015-02-09,62.13217
2015-02-08,61.96691
2015-02-07,61.93166
2015-02-06,61.92867
2015-02-05,61.74483
2015-02-04,61.78422
2015-02-03,61.67315
2015-02-02,61.83551
2015-02-01,62.01145
2015-01-31,62.02887
2015-01-30,61.96769
2015-01-29,61.71702
2015-01-28,61.34769
2015-01-27,61.41233
2015-01-26,61.44137
2015-01-25,61.48477
2015-01-24,61.39835
2015-01-23,61.42375
2015-01-22,61.58715
2015-01-21,61.6241
2015-01-20,61.69989
2015-01-19,61.66479
2015-01-18,61.73403
2015-01-17,61.76791
2015-01-16,61.76914
2015-01-15,62.01321
2015-01-14,62.13565
2015-01-13,62.05099
2015-01-12,62.10259
2015-01-11,62.25525
2015-01-10,62.25497
2015-01-09,62.36057
2015-01-08,62.80687
2015-01-07,63.29091
2015-01-06,63.52716
2015-01-05,63.38583
2015-01-04,63.35145
2015-01-03,63.28911
2015-01-02,63.30107
2015-01-01,63.30198
2014-12-31,63.21609
2014-12-30,63.45869
2014-12-29,63.70587
2014-12-28,63.672
2014-12-27,63.67858
2014-12-26,63.65255
2014-12-25,63.51989
2014-12-24,63.46605
2014-12-23,63.39213
2014-12-22,63.28335
2014-12-21,63.35849
2014-12-20,63.32317
2014-12-19,63.32687
2014-12-18,63.18886
2014-12-17,63.55986
2014-12-16,63.53915
2014-12-15,63.11005
2014-12-14,62.54649
2014-12-13,62.54485
2014-12-12,62.51781
2014-12-11,62.37651
2014-12-10,62.08463
2014-12-09,61.95129
2014-12-08,61.86082
2014-12-07,61.87762
2014-12-06,61.84983
2014-12-05,61.85248
2014-12-04,61.86422
2014-12-03,61.86789
2014-12-02,61.87742
2014-12-01,62.00992
2014-11-30,62.17324
2014-11-29,62.13888
2014-11-28,62.10036
2014-11-27,61.84922
2014-11-26,61.81332
2014-11-25,61.83594
2014-11-24,61.82242
2014-11-23,61.73422
2014-11-22,61.70924
2014-11-21,61.75974
2014-11-20,61.91778
2014-11-19,61.89791
2014-11-18,61.72016
2014-11-17,61.7564
2014-11-16,61.68498
2014-11-15,61.66697
2014-11-14,61.63396
2014-11-13,61.55115
2014-11-12,61.45812
2014-11-11,61.50748
2014-11-10,61.48024
2014-11-09,61.47682
2014-11-08,61.4623
2014-11-07,61.43588
2014-11-06,61.43441
2014-11-05,61.39772
2014-11-04,61.38248
2014-11-03,61.39304
2014-11-02,61.4012
2014-11-01,61.38463
2014-10-31,61.39863
2014-10-30,61.39992
2014-10-29,61.28767
2014-10-28,61.21571
2014-10-27,61.24592
2014-10-26,61.16241
2014-10-25,61.16568
2014-10-24,61.19504
2014-10-23,61.20296
2014-10-22,61.20275
2014-10-21,61.26182
2014-10-20,61.37468
2014-10-19,61.40535
2014-10-18,61.42836
2014-10-17,61.75419
2014-10-16,61.3499
2014-10-15,61.35025
2014-10-14,61.07642
2014-10-13,61.26128
2014-10-12,61.2469
2014-10-11,61.22305
2014-10-10,61.12789
2014-10-09,61.37471
2014-10-08,61.38185
2014-10-07,61.58932
2014-10-06,61.6379
2014-10-05,61.63209
2014-10-04,61.65715
2014-10-03,61.61821
2014-10-02,61.71293
2014-10-01,61.82489
2014-09-30,61.55642
2014-09-29,61.26172
2014-09-28,61.30416
2014-09-27,61.25413
2014-09-26,61.32147
2014-09-25,60.95315
2014-09-24,60.98479
2014-09-23,60.86944
2014-09-22,60.85328
2014-09-21,60.85203
2014-09-20,60.89003
2014-09-19,60.80775
2014-09-18,60.94571
2014-09-17,61.06145
2014-09-16,61.1
2014-09-15,60.79886
2014-09-14,60.87677
2014-09-13,60.87133
2014-09-12,60.91963
2014-09-11,60.85527
2014-09-10,60.58287
2014-09-09,60.31074
2014-09-08,60.29908
2014-09-07,60.27545
2014-09-06,60.28243
2014-09-05,60.41347
2014-09-04,60.51183
2014-09-03,60.65665
2014-09-02,60.54078
2014-09-01,60.53668
2014-08-31,60.55956
2014-08-30,60.5589
2014-08-29,60.55325
2014-08-28,60.46396
2014-08-27,60.45144
2014-08-26,60.5302
2014-08-25,60.49266
2014-08-24,60.45534
2014-08-23,60.49829
2014-08-22,60.68687
2014-08-21,60.65956
2014-08-20,60.71336
2014-08-19,60.80384
2014-08-18,60.88886
2014-08-17,60.89075
2014-08-16,60.90417
2014-08-15,60.87025
2014-08-14,61.14033
2014-08-13,61.15316
2014-08-12,61.1434
2014-08-11,61.13852
2014-08-10,61.16807
2014-08-09,61.16648
2014-08-08,61.2747
2014-08-07,61.39159
2014-08-06,60.88248
2014-08-05,60.92888
2014-08-04,61.07406
2014-08-03,60.97431
2014-08-02,60.82947
2014-08-01,60.47212
2014-07-31,60.11861
2014-07-30,60.09193
2014-07-29,60.0503
2014-07-28,60.03502
2014-07-27,60.04333
2014-07-26,60.0382
2014-07-25,60.08457
2014-07-24,60.05733
2014-07-23,60.15066
2014-07-22,60.24544
2014-07-21,60.19086
2014-07-20,60.19873
2014-07-19,60.27262
2014-07-18,60.15428
2014-07-17,60.10236
2014-07-16,60.10285
2014-07-15,60.092
2014-07-14,60.04248
2014-07-13,60.02075
2014-07-12,59.97771
2014-07-11,60.10384
2014-07-10,59.76953
2014-07-09,59.77577
2014-07-08,59.90582
2014-07-07,59.74326
2014-07-06,59.73913
2014-07-05,59.73042
2014-07-04,59.74179
2014-07-03,59.76703
2014-07-02,60.04801
2014-07-01,60.07272
2014-06-30,60.04251
2014-06-29,60.04474
2014-06-28,60.05745
2014-06-27,60.1944
2014-06-26,60.10414
2014-06-25,60.17131
2014-06-24,60.16536
2014-06-23,60.17602
2014-06-22,60.19167
2014-06-21,60.14766
2014-06-20,60.11722
2014-06-19,60.29986
2014-06-18,60.18837
2014-06-17,60.07744
2014-06-16,59.72272
2014-06-15,59.6878
2014-06-14,59.63071
2014-06-13,59.27715
2014-06-12,59.28095
2014-06-11,59.18744
2014-06-10,59.13212
2014-06-09,59.07106
2014-06-08,59.0141
2014-06-07,59.05399
2014-06-06,59.18132
2014-06-05,59.28903
2014-06-04,59.30024
2014-06-03,59.17034
2014-06-02,59.20926
2014-06-01,59.16074
2014-05-31,59.12267
2014-05-30,58.92835
2014-05-29,58.90611
2014-05-28,58.9207
2014-05-27,58.63072
2014-05-26,58.41242
2014-05-25,58.42387
2014-05-24,58.43935
2014-05-23,58.39359
2014-05-22,58.67967
2014-05-21,58.56415
2014-05-20,58.43614
2014-05-19,58.58882
2014-05-18,58.66891
2014-05-17,58.76275
2014-05-16,59.39342
2014-05-15,59.53195
2014-05-14,59.52966
2014-05-13,59.86104
2014-05-12,59.90224
2014-05-11,59.91139
2014-05-10,59.91282
2014-05-09,59.94184
2014-05-08,60.04949
2014-05-07,60.03996
2014-05-06,60.16294
2014-05-05,60.08772
2014-05-04,60.09795
2014-05-03,60.10746
2014-05-02,60.29046
2014-05-01,60.36051
2014-04-30,60.47993
2014-04-29,60.66706
2014-04-28,60.66162
2014-04-27,60.69784
2014-04-26,60.73642
2014-04-25,61.09829
2014-04-24,61.02293
2014-04-23,60.72805
2014-04-22,60.43264
2014-04-21,60.30894
2014-04-20,60.31339
2014-04-19,60.32219
2014-04-18,60.30647
2014-04-17,60.37126
2014-04-16,60.30683
2014-04-15,60.27184
2014-04-14,60.3126
2014-04-13,60.30016
2014-04-12,60.26248
2014-04-11,60.15776
2014-04-10,60.16046
2014-04-09,60.11201
2014-04-08,60.07946
2014-04-07,59.95968
2014-04-06,60.01869
2014-04-05,60.01145
2014-04-04,60.15051
2014-04-03,59.91367
2014-04-02,59.93185
2014-04-01,59.93978
2014-03-31,59.86488
2014-03-29,59.89528
2014-03-28,59.93869
2014-03-27,60.25895
2014-03-26,60.21851
2014-03-25,60.50081
2014-03-24,60.82838
2014-03-23,60.98534
2014-03-22,60.9991
2014-03-21,61.04484
2014-03-20,61.2916
2014-03-19,61.00285
2014-03-18,61.15545
2014-03-17,61.1504
2014-03-16,61.2351
2014-03-15,61.25994
2014-03-14,61.20047
2014-03-13,61.15418
2014-03-12,61.10849
2014-03-11,60.97116
2014-03-10,60.91722
2014-03-09,61.15744
2014-03-08,61.12534
2014-03-07,61.15291
2014-03-06,61.22146
2014-03-05,61.79066
2014-03-04,61.90248
2014-03-03,62.02922
2014-03-02,61.80644
2014-03-01,61.82264
2014-02-28,61.83233
2014-02-27,61.96507
2014-02-26,61.94323
2014-02-25,61.95804
2014-02-24,62.02896
2014-02-23,62.0045
2014-02-22,62.04626
2014-02-21,62.09301
2014-02-20,62.20734
2014-02-19,62.16915
2014-02-18,62.10487
2014-02-17,61.8161
2014-02-16,61.8236
2014-02-15,61.86573
2014-02-14,61.88311
2014-02-13,62.31945
2014-02-12,62.05546
2014-02-11,62.20445
2014-02-10,62.34932
2014-02-09,62.10286
2014-02-08,62.17268
2014-02-07,62.20508
2014-02-06,62.37477
2014-02-05,62.58912
2014-02-04,62.54957
2014-02-03,62.55062
2014-02-02,62.52916
2014-02-01,62.54087
2014-01-31,62.56999
2014-01-30,62.5549
2014-01-29,62.54168
2014-01-28,62.58969
2014-01-27,63.01366
2014-01-26,62.6964
2014-01-25,62.63216
2014-01-24,62.53551
2014-01-23,61.89129
2014-01-22,61.76576
2014-01-21,61.81641
2014-01-20,61.56828
2014-01-19,61.55242
2014-01-18,61.52632
2014-01-17,61.53153
2014-01-16,61.49925
2014-01-15,61.49411
2014-01-14,61.436
2014-01-13,61.43834
2014-01-12,61.4902
2014-01-11,61.57305
2014-01-10,61.64706
2014-01-09,62.07622
2014-01-08,62.15612
2014-01-07,62.2918
2014-01-06,62.2872
2014-01-05,62.20488
2014-01-04,62.21605
2014-01-03,62.15707
2014-01-02,62.15326
2014-01-01,61.84034
2013-12-31,61.83584
2013-12-30,61.86286
2013-12-29,61.89094
2013-12-28,61.89299
2013-12-27,61.8875
2013-12-26,62.00138
2013-12-25,61.75392
2013-12-24,61.78381
2013-12-23,61.95796
2013-12-22,62.01404
2013-12-21,62.01158
2013-12-20,62.00706
2013-12-19,62.05179
2013-12-18,62.00949
2013-12-17,61.98839
2013-12-16,61.8141
2013-12-15,62.16758
2013-12-14,62.13754
2013-12-13,62.07423
2013-12-12,61.7628
2013-12-11,61.18735
2013-12-10,61.00847
2013-12-09,61.11
2013-12-08,61.23268
2013-12-07,61.29949
2013-12-06,61.34352
2013-12-05,61.80013
2013-12-04,62.08685
2013-12-03,62.31831
2013-12-02,62.30946
2013-12-01,62.42354
2013-11-30,62.40333
2013-11-29,62.4148
2013-11-28,62.3412
2013-11-27,62.16458
2013-11-26,62.47263
2013-11-25,62.47804
2013-11-24,62.61242
2013-11-23,62.69282
2013-11-22,62.6935
2013-11-21,62.82237
2013-11-20,62.48709
2013-11-19,62.39545
2013-11-18,62.47056
2013-11-17,62.79068
2013-11-16,62.88486
2013-11-15,62.94624
2013-11-14,63.22176
2013-11-13,63.4059
2013-11-12,63.65326
2013-11-11,63.24134
2013-11-10,62.97632
2013-11-09,62.91634
2013-11-08,62.83278
2013-11-07,62.45132
2013-11-06,62.31169
2013-11-05,61.79356
2013-11-04,61.821555
2013-11-03,61.869048
2013-11-02,61.764696
2013-11-01,61.677741
2013-10-31,61.413014
2013-10-30,61.277167
2013-10-29,61.357603
2013-10-28,61.46614
2013-10-27,61.409077
2013-10-26,61.439774
2013-10-25,61.416314
2013-10-24,61.515799
2013-10-23,61.499322
2013-10-22,61.273843
